Name;Country;Description;Thumbnail;Publisher_Names;Developer_Names;Platform;Release_Date;Genre;Steam_Link;Epic_Link;PlayStation_Link;Xbox_Link;Switch_Link;GOG_Link
Anominal;Myanmar;A 2D platformer with a twist: instant teleportation! Solve brain-scratching puzzles, engage in adrenaline-pumping traversal, and discover the purpose within.;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2667880/header.jpg?t=1730445915;XlashGames;XlashGames;Windows;13 Mar, 2024;Action, Indie;https://store.steampowered.com/app/2667880/Anominal/;Unknown;Unknown;Unknown;Unknown;Unknown
DarkEnd;Myanmar;Conquer the ever changing dungeons of DarkEnd and save the fall of humanity! Choose your heroes and venture into a world filled with numerous treasures, mysterious secrets and discove...;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/292370/header.jpg?t=1667057768;Kodots Games;Kodots Games;Windows;17 Oct, 2014;Indie, RPG;https://store.steampowered.com/app/292370/DarkEnd/;Unknown;Unknown;Unknown;Unknown;Unknown
MARGO - On the Brink;Myanmar;"Dive into sundered worlds of ""The Brink"" in search for truth in this 2D turn-based RPG. Draw strength from mysterious beings called the Lost Whispers and pay the ultimate price to rec...";https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2180930/header.jpg?t=1721186555;Kodots Games;Kodots Games, Eureka;Windows;To be announced;RPG;https://store.steampowered.com/app/2180930/MARGO__On_the_Brink/;Unknown;Unknown;Unknown;Unknown;Unknown
Wanda - A Beautiful Apocalypse;Myanmar;Wanda is a minimalist story-rich puzzle about two robotic lifeforms finding happiness, companionship and hope in a lonely post-apocalyptic world.;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/386490/header.jpg?t=1667054771;Kodots Games;Kodots Games;Windows;3 Jun, 2016;Casual, Indie, RPG;https://store.steampowered.com/app/386490/Wanda__A_Beautiful_Apocalypse/;Unknown;Unknown;Unknown;Unknown;Unknown
King of Cards;Myanmar;Set into the magical world of cards and monsters where you try to be the strongest of all and become a king. Manage your time, Buy Cards, build your stats, Beat your rival and climb t...;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/3299520/header.jpg?t=1732358255;YZ;YZ;Windows;23 Nov, 2024;Adventure, Casual, RPG;https://store.steampowered.com/app/3299520/King_of_Cards/;Unknown;Unknown;Unknown;Unknown;Unknown
