Name;;Country;;Description;;Thumbnail;;Publisher_Names;;Developer_Names;;Platform;;Steam_Link;;Release_Date;;Genre;;Epic_Link;;Playstation_Link;;Xbox_Link;;Switch_Link
Moebius: Empire Rising;;United States;;Moebius: Empire Rising is a contemporary adventure that merges classic point-and-click puzzle solving with Jane Jensen’s sophisticated storytelling. Travel the world using Malachi’s...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/264520/header.jpg?t=1463371550;;Phoenix Online Publishing;;Phoenix Online Studios;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/264520/Moebius_Empire_Rising/;;15 Apr, 2014;;Adventure, Indie;;Unknown;;Unknown;;Unknown;;Unknown
Mission Critical;;United States;;THE ULTIMATE GAME OF SURVIVAL... The hull of your crippled vessel has ruptured, air is leaking into space, and weapons systems are down. Your mission could have ended fifteen years of i...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1006460/header.jpg?t=1602629384;;Ziggurat;;Legend Entertainment;;Windows;;https://store.steampowered.com/app/1006460/Mission_Critical/;;28 Jan, 2019;;Adventure, Strategy;;Unknown;;Unknown;;Unknown;;Unknown
The Misadventures of P.B. Winterbottom;;United States;;Enter a macabre and comical silent world filled with mischief, time travel and delicious pie. Includes Steam Achievements, Cloud, and Leaderboards!;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/40930/header.jpg?t=1568757248;;2K;;The Odd Gentlemen;;Windows;;https://store.steampowered.com/app/40930/The_Misadventures_of_PB_Winterbottom/;;20 Apr, 2010;;Adventure, Indie;;Unknown;;Unknown;;Unknown;;Unknown
Mina the Hollower;;United States;;Take control of Mina, a renowned Hollower hurtled into a desperate mission to rescue a cursed island. Whip foes, burrow through the ground, and explore a pixel-perfect world in Mina the...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1875580/header.jpg?t=1723578043;;Yacht Club Games;;Yacht Club Games;;Windows;;https://store.steampowered.com/app/1875580/Mina_the_Hollower/;;Coming soon;;Action, Adventure;;Unknown;;Unknown;;Unknown;;Unknown
Mighty Switch Force! Academy;;United States;;As Academy Cadet Patricia Wagon, grab your pellet gun and take on brain-twisting puzzles so massive they span the entire screen! 20 all new puzzles and some twisted classics stages, all...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/350210/header.jpg?t=1573151505;;WayForward;;WayForward;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/350210/Mighty_Switch_Force_Academy/;;23 Nov, 2015;;Action, Indie, Strategy;;Unknown;;Unknown;;Unknown;;Unknown
Mighty Switch Force! Hyper Drive Edition;;United States;;Enter the mechanical shape-shifting, dimension switching world of the award winning, high octane action-puzzle-platformer Mighty Switch Force! Hyper Drive Edition, and blow crime away.;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/366970/header.jpg?t=1573151817;;WayForward;;WayForward;;Windows;;https://store.steampowered.com/app/366970/Mighty_Switch_Force_Hyper_Drive_Edition/;;25 Jun, 2015;;Action, Indie;;Unknown;;Unknown;;Unknown;;Unknown
Mighty Switch Force! Hose It Down!;;United States;;Team up with Officer Patricia Wagon to save Tangent City from a fiery blaze! As a member of Planet Land’s Fire Brigade, your job is to douse the fire in each building — and to evacu...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/375310/header.jpg?t=1447375566;;WayForward;;WayForward;;Windows;;https://store.steampowered.com/app/375310/Mighty_Switch_Force_Hose_It_Down/;;4 Jun, 2015;;Action, Casual, Indie, Strategy;;Unknown;;Unknown;;Unknown;;Unknown
Mighty Switch Force! Collection;;United States;;Switch up the fun with four games in one! As cybernetic peacekeeper Officer Patricia Wagon, you'll use your platforming skills, puzzle-solving abilities, and level-altering Siren Helmet...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/832320/header.jpg?t=1572909895;;WayForward;;WayForward;;Windows;;https://store.steampowered.com/app/832320/Mighty_Switch_Force_Collection/;;25 Jul, 2019;;Action, Indie, Strategy;;Unknown;;Unknown;;Unknown;;Unknown
Middle-earth™: Shadow of Mordor™;;United States;;Fight through Mordor and uncover the truth of the spirit that compels you, discover the origins of the Rings of Power, build your legend and ultimately confront the evil of Sauron in th...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/241930/header.jpg?t=1729788851;;Warner Bros. Interactive Entertainment, Warner Bros. Games;;Monolith Productions;;Windows;;https://store.steampowered.com/app/241930/Middleearth_Shadow_of_Mordor/;;30 Sep, 2014;;Unknown;;Unknown;;Unknown;;Unknown;;Unknown
Microsoft Flight Simulator 40th Anniversary Edition;;United States;;From gliders and helicopters to wide-body jets, fly highly detailed and accurate aircraft in the Microsoft Flight Simulator 40th Anniversary Edition. The world is at your fingertips.;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1250410/header.jpg?t=1714143624;;Xbox Game Studios;;Asobo Studio;;Windows;;https://store.steampowered.com/app/1250410/Microsoft_Flight_Simulator_40th_Anniversary_Edition/;;17 Aug, 2020;;Simulation;;Unknown;;Unknown;;Unknown;;Unknown
Microsoft Flight Simulator X: Steam Edition;;United States;;Take to the skies in the World’s favourite flight simulator! The multi award winning Microsoft Flight Simulator X lands on Steam for the first time. Take off from anywhere in the worl...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/314160/header.jpg?t=1667504069;;Xbox Game Studios;;Microsoft Game Studios;;Windows;;https://store.steampowered.com/app/314160/Microsoft_Flight_Simulator_X_Steam_Edition/;;16 Oct, 2006;;Simulation;;Unknown;;Unknown;;Unknown;;Unknown
Miasmata;;United States;;Miasmata is a first-person survival/adventure game, developed from the ground-up by brothers Joe and Bob Johnson. You play as Robert Hughes, a plague-stricken scientist on a journey to ...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/223510/header.jpg?t=1447356877;;IonFX Studios;;IonFx;;Windows;;https://store.steampowered.com/app/223510/Miasmata/;;28 Nov, 2012;;Action, Adventure, Indie;;Unknown;;Unknown;;Unknown;;Unknown
The Metronomicon: Slay The Dance Floor;;United States;;A Rhythm Role-Playing Game! Fight party crashing monsters with the power of music! Level your party and upgrade your gear while dancing to the beat of some groovin' tunes. Grab a friend...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/416790/header.jpg?t=1728492634;;Akupara Games;;Puuba;;Windows, macOS;;https://store.steampowered.com/app/416790/The_Metronomicon_Slay_The_Dance_Floor/;;29 Sep, 2016;;Action, Indie, RPG;;Unknown;;Unknown;;Unknown;;Unknown
Metamorphabet;;United States;;Metamorphabet is a playful, interactive alphabet for all ages.;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/353280/header.jpg?t=1595968829;;Vectorpark;;Vectorpark;;Windows, macOS;;https://store.steampowered.com/app/353280/Metamorphabet/;;29 Apr, 2015;;Casual, Indie;;Unknown;;Unknown;;Unknown;;Unknown
Metal Fatigue;;United States;;Metal Fatigue is a real-time strategy game taking the genre to new heights - literally. Build and customize your massive Combots to dominate the three battlefield levels simultaneously ...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/888040/header.jpg?t=1569522439;;Nightdive Studios;;Zono;;Windows;;https://store.steampowered.com/app/888040/Metal_Fatigue/;;30 Jul, 2000;;Strategy;;Unknown;;Unknown;;Unknown;;Unknown
Messiah;;United States;;Bob is an angel ordered by God himself to go and clean up the putrid world of the future. He has been given the power of possession so that he can sneak up on any person, animal or gene...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/577980/header.jpg?t=1668795678;;interplay;;Shiny Entertainment;;Windows;;https://store.steampowered.com/app/577980/Messiah/;;31 Mar, 2000;;Action, Adventure, Strategy;;Unknown;;Unknown;;Unknown;;Unknown
Meridian 59;;United States;;Meridian 59 was the first 3D massively multiplayer game, released in 1996. It's back, and it's free to play!;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/893390/header.jpg?t=1705866175;;The 3DO Company, Near Death Studios;;Archetype Interactive, Andrew and Christopher Kirmse;;Windows;;https://store.steampowered.com/app/893390/Meridian_59/;;27 Sep, 1996;;Indie, Massively Multiplayer, RPG, Free To Play;;Unknown;;Unknown;;Unknown;;Unknown
Men of Valor;;United States;;"Vietnam, 1965. You are Dean Shepard, a ""cherry"" to the 'Nam with zero war experience other than standard boot camp training at Parris Island, SC. Along with your platoon, you will fight...";;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/411330/header.jpg?t=1562768516;;THQ Nordic;;2015;;Windows;;https://store.steampowered.com/app/411330/Men_of_Valor/;;29 Nov, 2004;;Action;;Unknown;;Unknown;;Unknown;;Unknown
Memory of a Broken Dimension;;United States;;You dredge the satellite transmission. Awash in static, harsh structures emerge. Trace a guide line through crushing atmosphere; phantom signals lead to encoded relics. Exhumed from a f...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/544300/header.jpg?t=1480459710;;OUTBOUNDS;;OUTBOUNDS;;Windows;;https://store.steampowered.com/app/544300/Memory_of_a_Broken_Dimension/;;Coming soon;;Adventure, Indie, Simulation;;Unknown;;Unknown;;Unknown;;Unknown
Medal of Honor™: Above and Beyond;;United States;;Take the fight to war-torn Europe in Medal of Honor: Above and Beyond. The franchise returns to its roots complete with a deep single-player campaign and powerful interviews with surviv...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1402320/header.jpg?t=1701470786;;Electronic Arts;;Respawn Entertainment;;Windows;;https://store.steampowered.com/app/1402320/Medal_of_Honor_Above_and_Beyond/;;10 Dec, 2020;;Action;;Unknown;;Unknown;;Unknown;;Unknown
Medal of Honor™;;United States;;This is a new war. There is a new warrior. He is Tier 1.;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/47790/header.jpg?t=1615244654;;Electronic Arts;;Electronic Arts;;Windows;;https://store.steampowered.com/app/47790/Medal_of_Honor/;;12 Oct, 2010;;Action;;Unknown;;Unknown;;Unknown;;Unknown
M.A.X. 2: Mechanized Assault & Exploration;;United States;;A level of complexity unseen in contemporary strategy gamesChoose either simultaneous or turn-based game mode to fit your personal preferencePlay as one of 8 human clans and use dozens ...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/756810/header.jpg?t=1668621885;;Interplay;;Interplay;;Windows;;https://store.steampowered.com/app/756810/MAX_2_Mechanized_Assault__Exploration/;;29 Jan, 1998;;Strategy;;Unknown;;Unknown;;Unknown;;Unknown
M.A.X.: Mechanized Assault & Exploration;;United States;;A level of complexity unseen in contemporary strategy gamesChoose either simultaneous or turn-based game mode to fit your personal preferencePlay as one of 8 human clans and use dozens ...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/615250/header.jpg?t=1668624531;;Interplay Entertainment Corp.;;Interplay Entertainment Corp.;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/615250/MAX_Mechanized_Assault__Exploration/;;31 Jul, 1998;;Action, Strategy;;Unknown;;Unknown;;Unknown;;Unknown
Tex Murphy: Mean Streets;;United States;;The year is 2033. Your name is Tex Murphy, Private Investigator in San Francisco. You've been hired by the beautiful daughter of a university professor to uncover the facts about his de...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/302330/header.jpg?t=1569517974;;Nightdive Studios;;Access Software;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/302330/Tex_Murphy_Mean_Streets/;;1 Jan, 1989;;Action, Adventure;;Unknown;;Unknown;;Unknown;;Unknown
MDK;;United States;;ON A GOOD DAY, ONLY 2.5 MILLION PEOPLE WILL DIE. As vast alien mining cities suck the power and minerals from every major metropolis on Earth simultaneously, time is of the essence as m...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/38450/header.jpg?t=1699313511;;Shiny Entertainment;;Shiny Entertainment;;Windows;;https://store.steampowered.com/app/38450/MDK/;;1 May, 1997;;Action;;Unknown;;Unknown;;Unknown;;Unknown
McDROID;;United States;;Farm, Build, Defend, in the Galaxy's only Arcade-Tower-Defense.;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/252970/header.jpg?t=1701814812;;Elefantopia;;Elefantopia;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/252970/McDROID/;;5 Sep, 2014;;Action, Indie, Strategy;;Unknown;;Unknown;;Unknown;;Unknown
Maximum Action;;United States;;MAXIMUM Action is a brutal and satisfying physics-based first person shooter influenced by Hong Kong cinema, heroic slow motion bloodshed, and old-school FPS ACTION.;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/853770/header.jpg?t=1705033547;;Balloon Moose Games;;George Mandell;;Windows;;https://store.steampowered.com/app/853770/Maximum_Action/;;19 Sep, 2018;;Action, Indie, Early Access;;Unknown;;Unknown;;Unknown;;Unknown
Max Payne 3;;United States;;No longer a New York City cop, Max Payne moves to São Paulo to protect a wealthy family in an effort to finally escape his troubled past. This complete edition of Max Payne 3 includes ...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/204100/header.jpg?t=1718391374;;Rockstar Games;;Rockstar Studios;;Windows;;https://store.steampowered.com/app/204100/Max_Payne_3/;;31 May, 2012;;Action;;Unknown;;Unknown;;Unknown;;Unknown
The Maw;;United States;;The pinnacle of alien evolution, Maw is a cowardly fat blob concerned mostly with snacking and lounging. He can, however, absorb the traits of anything he eats, is virtually indestructi...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/26000/header.jpg?t=1667851486;;Twisted Pixel Games;;Twisted Pixel Games;;Windows;;https://store.steampowered.com/app/26000/The_Maw/;;9 Mar, 2009;;Action, Indie;;Unknown;;Unknown;;Unknown;;Unknown
Mavis Beacon Teaches Typing;;United States;;Maximize your productivity with Mavis Beacon Teaches Typing® 2020! The most comprehensive typing instruction system now includes learning tools and an updated user interface to guarant...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1675910/header.jpg?t=1720699579;;Encore Software;;Encore Software;;Windows, macOS;;https://store.steampowered.com/app/1675910/Mavis_Beacon_Teaches_Typing/;;5 Jul, 2021;;Casual, Education;;Unknown;;Unknown;;Unknown;;Unknown
Maui Mallard in Cold Shadow;;United States;;When he morphs into a Ninja, you'd better Duck.;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/987410/header.jpg?t=1559062406;;Disney;;Disney Interactive Studios;;Windows;;https://store.steampowered.com/app/987410/Maui_Mallard_in_Cold_Shadow/;;30 Sep, 1996;;Action;;Unknown;;Unknown;;Unknown;;Unknown
Math Rescue;;United States;;A bone-chilling crisis has struck the world! Reports are pouring in from all corners of the globe: Missing numbers! Drivers on streets are in dangerous peril because the speed limit sig...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/358200/header.jpg?t=1696115025;;3D Realms;;Redwood Games;;Windows, macOS;;https://store.steampowered.com/app/358200/Math_Rescue/;;1 Oct, 1992;;Adventure;;Unknown;;Unknown;;Unknown;;Unknown
Master of Orion 3;;United States;;Experience first-hand the challenges of leading one of 16 different races into unequalled galactic supremacy and face a universe of decisions. Set policies, explore, build, declare war,...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/410990/header.jpg?t=1708072567;;Wargaming Labs;;Quicksilver Software;;Windows;;https://store.steampowered.com/app/410990/Master_of_Orion_3/;;25 Feb, 2003;;Strategy;;Unknown;;Unknown;;Unknown;;Unknown
Master of Orion 2;;United States;;Forge an empire in a universe where population growth is stripping away planetary resources. Colonize unknown planets and trade with other races for their knowledge.;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/410980/header.jpg?t=1708071672;;Wargaming Labs;;SimTex;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/410980/Master_of_Orion_2/;;22 Nov, 1996;;Strategy;;Unknown;;Unknown;;Unknown;;Unknown
Master of Orion 1;;United States;;Forge an empire in a universe where population growth is stripping away planetary resources. Colonize unknown planets and trade with other races for their knowledge.;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/410970/header.jpg?t=1708071592;;Wargaming Labs;;SimTex;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/410970/Master_of_Orion_1/;;22 Nov, 1996;;Strategy;;Unknown;;Unknown;;Unknown;;Unknown
Master of Magic;;United States;;Take up the role of a great wizard, wield powerful spells, command fantasy races and challenge your rivals in this remake of a cult turn-based strategy classic. Do you have what it take...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1623070/header.jpg?t=1726823439;;Slitherine Ltd.;;MuHa Games, Eerie Forest Studio;;Windows;;https://store.steampowered.com/app/1623070/Master_of_Magic/;;13 Dec, 2022;;Indie, RPG, Strategy;;Unknown;;Unknown;;Unknown;;Unknown
Master of Magic Classic;;United States;;Master of Magic is a classic, one of the most popular strategy games of the 90s. It is a 4X fantasy strategy game that allows you to play as an extremely powerful wizard, leading your t...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1146370/header.jpg?t=1710928846;;Slitherine Ltd.;;SimTex;;Windows;;https://store.steampowered.com/app/1146370/Master_of_Magic_Classic/;;1 Sep, 1994;;Strategy;;Unknown;;Unknown;;Unknown;;Unknown
MASSIVE CHALICE;;United States;;MASSIVE CHALICE is a tactical strategy game set on an epic timeline from Double Fine Productions. As the Immortal Ruler of the nation, you'll take command of its heroes, forge heroic ma...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/246110/header.jpg?t=1727390984;;Double Fine Productions;;Double Fine Productions;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/246110/MASSIVE_CHALICE/;;1 Jun, 2015;;Indie, Strategy;;Unknown;;Unknown;;Unknown;;Unknown
MARVEL Puzzle Quest;;United States;;The best in Match 3 puzzle gameplay meets Marvel's biggest Super Heroes and Super Villains with deep RPG leveling, player-vs-player tournaments, Alliances, and much more! It's time to u...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/234330/header.jpg?t=1730527777;;505 Go Inc;;Broken Circle Studios;;Windows;;https://store.steampowered.com/app/234330/MARVEL_Puzzle_Quest/;;5 Dec, 2013;;Casual, RPG, Strategy, Free To Play;;Unknown;;Unknown;;Unknown;;Unknown
Tex Murphy: Martian Memorandum;;United States;;The year is 2033. Your name is Tex Murphy, Private Investigator in San Francisco.;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/302340/header.jpg?t=1569517971;;Nightdive Studios;;Access Software;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/302340/Tex_Murphy_Martian_Memorandum/;;1 Jan, 1991;;Adventure;;Unknown;;Unknown;;Unknown;;Unknown
Marlow Briggs and the Mask of Death;;United States;;A new breed of WARRIOR returns, committed to destroying the enemies of FREEDOM When ONE angry man, has a world to protect - There is only ONE future – HIS OWN No-nonsense hero Marlow ...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/249680/header.jpg?t=1447358520;;505 Games;;Zootfly;;Windows;;https://store.steampowered.com/app/249680/Marlow_Briggs_and_the_Mask_of_Death/;;20 Sep, 2013;;Action, Adventure;;Unknown;;Unknown;;Unknown;;Unknown
Mare Nostrum;;United States;;Experience some of the fiercest battles of WWII across North Africa with Mare Nostrum. Building on the realistic, tactical game play that made Red Orchestra: Ostfront 41-45 a fan favour...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1230/header.jpg?t=1447351524;;Tripwire Interactive;;Sandstorm Productions;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/1230/Mare_Nostrum/;;17 Oct, 2008;;Action;;Unknown;;Unknown;;Unknown;;Unknown
Marc Eckō's Getting Up: Contents Under Pressure;;United States;;"Play as Trane, a ""toy"" graffiti artist with the street smarts, athletic prowess and vision to become an ""All City King"" - the most reputable of all graffiti artists. Along your quest, u...";;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/260190/header.jpg?t=1447359207;;Devolver Digital;;The Collective, General Arcade;;Windows;;https://store.steampowered.com/app/260190/Marc_Ecks_Getting_Up_Contents_Under_Pressure/;;14 Feb, 2006;;Action, Adventure;;Unknown;;Unknown;;Unknown;;Unknown
Maquette;;United States;;Maquette is a first-person recursive puzzle game that takes you into a world where every building, plant, and object are simultaneously tiny and staggeringly huge.;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/762840/header.jpg?t=1729099556;;Annapurna Interactive;;Graceful Decay;;Windows;;https://store.steampowered.com/app/762840/Maquette/;;2 Mar, 2021;;Adventure, Indie;;Unknown;;Unknown;;Unknown;;Unknown
Manifold Garden;;United States;;Rediscover gravity and explore an Escher-esque world of impossible architecture. Witness infinity in first-person and master its rules to solve physics-defying puzzles. Cultivate a gard...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/473950/header.jpg?t=1603220474;;William Chyr Studio;;William Chyr Studio;;Windows;;https://store.steampowered.com/app/473950/Manifold_Garden/;;20 Oct, 2020;;Adventure, Indie;;Unknown;;Unknown;;Unknown;;Unknown
Maniac Mansion;;United States;;Quick, Dr. Fred's Kidnapped Sandy and he's about to start the experiment...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/529890/header.jpg?t=1542764774;;Lucasfilm, Disney;;Lucasfilm Games;;Windows, macOS;;https://store.steampowered.com/app/529890/Maniac_Mansion/;;5 Oct, 1987;;Adventure;;Unknown;;Unknown;;Unknown;;Unknown
Making History: The Calm and the Storm Gold Edition;;United States;;Making History Gold Edition is the expanded and updated version of the original WWII grand strategy game Making History: Calm & the Storm. Command your nation and change the course of h...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/371190/header.jpg?t=1667063627;;Factus Games;;Muzzy Lane Software;;Windows;;https://store.steampowered.com/app/371190/Making_History_The_Calm_and_the_Storm_Gold_Edition/;;30 Jul, 2008;;Simulation, Strategy;;Unknown;;Unknown;;Unknown;;Unknown
Making History: The Calm & the Storm;;United States;;Making History® delivers the open-ended gameplay of strategy-game classics, but with compelling new economic, military, and diplomatic systems and deep research that lets you play with...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/6250/header.jpg?t=1573746017;;Muzzy Lane;;Muzzy Lane;;Windows;;https://store.steampowered.com/app/6250/Making_History_The_Calm__the_Storm/;;13 Mar, 2007;;Action, Strategy;;Unknown;;Unknown;;Unknown;;Unknown
Making History II: The War of the World;;United States;;What if Germany won the Battle of Britain? What if Moscow fell in 1942?You’re in charge. Anything can happen and history will never repeat itself in this classic WWII grand strategy g...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/46770/header.jpg?t=1667063397;;Factus Games;;Muzzy Lane Software;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/46770/Making_History_II_The_War_of_the_World/;;22 Jun, 2010;;Indie, Simulation, Strategy;;Unknown;;Unknown;;Unknown;;Unknown
Make It Rain: Love of Money;;United States;;Make it Rain: The Love of The Money is a swiper game, where you have to invest your money in the best way to get richer then get more richer and then be very very rich. Be a business ma...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/615400/header.jpg?t=1616580048;;Game Troopers;;Game Troopers;;Windows;;https://store.steampowered.com/app/615400/Make_It_Rain_Love_of_Money/;;25 May, 2018;;Action, Casual, Free To Play, Simulation, Strategy;;Unknown;;Unknown;;Unknown;;Unknown
Major Stryker;;United States;;In the not-so-distant future, the calamity of World War III led to eventual world peace. But, it didn't last. Earth was invaded by alien marauders - the Kretons. Earth's united military...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/358300/header.jpg?t=1726667317;;3D Realms;;3D Realms;;Windows, macOS;;https://store.steampowered.com/app/358300/Major_Stryker/;;23 Jan, 1993;;Action;;Unknown;;Unknown;;Unknown;;Unknown
The Mage's Tale;;United States;;The Mage’s Tale is a virtual reality dungeon crawler that transports you to a fantasy world and turns you into a wizard! As an apprentice of the mystic arts, only you have any hope of...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/766320/header.jpg?t=1721164163;;inXile Entertainment;;inXile Entertainment;;Windows;;https://store.steampowered.com/app/766320/The_Mages_Tale/;;23 Mar, 2018;;Action, RPG;;Unknown;;Unknown;;Unknown;;Unknown
Mage's Initiation: Reign of the Elements;;United States;;D'arc is a sixteen-year-old Mage to be. A sinister plot threatens his initiation and risks plunging the land of Iginor into conflict and chaos. Choose from four classes and train in the...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/270610/header.jpg?t=1577776598;;Himalaya Studios;;Himalaya Studios;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/270610/Mages_Initiation_Reign_of_the_Elements/;;30 Jan, 2019;;Action, Adventure, Indie, RPG;;Unknown;;Unknown;;Unknown;;Unknown
Maelstrom;;United States;;Command the seas in Maelstrom! Engage in fast-paced naval battles with powerful warships and colossal sea monsters. Customize your fleet and dominate the Abyssal Ocean. Are you ruthless...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/764050/header.jpg?t=1728079767;;Forthright Entertainment;;Gunpowder Games, Inc., Tideturners;;Windows;;https://store.steampowered.com/app/764050/Maelstrom/;;20 Sep, 2019;;Action, Adventure, Indie, Massively Multiplayer, Simulation, Strategy, Free To Play;;Unknown;;Unknown;;Unknown;;Unknown
Madden NFL 22;;United States;;Madden NFL 22 is where gameday happens. All-new features in Franchise include staff management, an enhanced scenario engine, and weekly strategy. Share avatar progress and player class ...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1519350/header.jpg?t=1687384273;;Electronic Arts;;Tiburon;;Windows;;https://store.steampowered.com/app/1519350/Madden_NFL_22/;;19 Aug, 2021;;Casual, Simulation, Sports, Strategy;;Unknown;;Unknown;;Unknown;;Unknown
Machines At War 3;;United States;;Real time strategy game featuring over 130 different types of units and technologies, 21 campaign missions with characters and an intriguing story, unlimited random map skirmishes with ...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/303860/header.jpg?t=1508766496;;Isotope 244 LLC;;Isotope 244 LLC;;Windows, macOS;;https://store.steampowered.com/app/303860/Machines_At_War_3/;;23 Jul, 2014;;Action, Indie, Strategy;;Unknown;;Unknown;;Unknown;;Unknown
M1 Tank Platoon II;;United States;;The definitive simulation of modern ground warfare!;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1406700/header.jpg?t=1678142073;;Interplay Entertainment Corp.;;MicroProse Software, Inc., Digital Theory Ltd.;;Windows;;https://store.steampowered.com/app/1406700/M1_Tank_Platoon_II/;;24 Mar, 1998;;Action, Simulation, Strategy;;Unknown;;Unknown;;Unknown;;Unknown
M1 Tank Platoon;;United States;;US Tank Platoons have four M1s. Four soldiers operate each. That's four tanks, sixteen men. And you control the whole shooting match.;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/776150/header.jpg?t=1651629549;;Interplay Entertainment Corp.;;MPS Labs, Digital Theory Ltd.;;Windows, macOS, SteamOS + Linux;;https://store.steampowered.com/app/776150/M1_Tank_Platoon/;;1 Oct, 1989;;Action, Simulation, Strategy;;Unknown;;Unknown;;Unknown;;Unknown
Luxor: Quest for the Afterlife;;United States;;LUXOR, the #1-selling, action-puzzle game, blasts outside Egypt's borders and onto the Silk Road in search of riches beyond imagination. One of the most beautiful and well-known faces i...;;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/16040/header.jpg?t=1688474523;;Accelerate Games;;MumboJumbo;;Windows;;https://store.steampowered.com/app/16040/Luxor_Quest_for_the_Afterlife/;;15 Dec, 2008;;Casual;;Unknown;;Unknown;;Unknown;;Unknown
