Name;Country;Description;Thumbnail;Publisher_Names;Developer_Names;Platform;Release_Date;Genre;Steam_Link;Epic_Link;Playstation_Link;Xbox_Link;Switch_Link;GOG_Link
Chair Spinning Simulator;Brunei;Chair Spinning Simulator is a short quirky game where you have to spin a chair as fast as possible to reach space in under 60 seconds!;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1763590/header.jpg?t=1641199342;Steventus Games;Steventus, This is the Glasshouse;Windows;To be announced;Action, Casual, Indie;https://store.steampowered.com/app/1763590/Chair_Spinning_Simulator/;Unknown;Unknown;Unknown;Unknown;Unknown
Dongeng Bayang Kulit;Brunei;Dongeng Bayang Kulit is a turn-based RPG that is loosely based on Southeast Asian folklore. You play as the recently ship-less, Captain N'man and his mystical guide, Putri Matami as t...;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2295930/header.jpg?t=1685801402;No One Studios;No One Studios;Windows;To be announced;Adventure, Indie, RPG;https://store.steampowered.com/app/2295930/Dongeng_Bayang_Kulit/;Unknown;Unknown;Unknown;Unknown;Unknown
DumbSquad;Brunei;Fight and survive in this post-apocalyptic world, infested by wild mutated monsters! Challenge your skill as a Hunter against these dangerous beasts!;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1989540/header.jpg?t=1700130538;SOUL CAT Entertainment;SCE Games Studio;Windows, macOS, SteamOS + Linux;To be announced;Action, Adventure, Casual, Indie, RPG, Simulation, Free To Play;https://store.steampowered.com/app/1989540/DumbSquad/;Unknown;Unknown;Unknown;Unknown;Unknown
Class Zero Seven;Brunei;Feel the ecstasy of Sugar Rush in this unique active brawler genre! Fight against the rivalry gangs and rise to the Top!;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1752990/header.jpg?t=1738964801;HypeTrain Digital;Studio Tubanar;Windows;To be announced;Action, Casual;https://store.steampowered.com/app/1752990/Class_Zero_Seven/;Unknown;Unknown;Unknown;Unknown;Unknown
Tikus Tales;Brunei;Tikus Tales is a colorful 3D platformer featuring Suki and Tuki—two daring mice on a quest to defeat rebellious creatures and free the imprisoned Zodiac guardians. Face off in multi...;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1770880/52e9385c8635c840ea340adc0d4cd33ce7132a14/header.jpg?t=1744127696;WilKGames;WilKGames;Windows;To be announced;Action, Adventure, Indie;https://store.steampowered.com/app/1770880/Tikus_Tales/;Unknown;Unknown;Unknown;Unknown;Unknown
VAGUE;Brunei;VAGUE is a first person psychological horror inspired by early 2000s classic horror titles. Experience the unsettling atmosphere as you follow Raymond K. Fisher in his search for his ...;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/2401870/header.jpg?t=1730821075;SOUL CAT Entertainment;SCE Games Studio;Windows, SteamOS + Linux;To be announced;Action, Adventure, Casual, Indie;https://store.steampowered.com/app/2401870/VAGUE/;Unknown;Unknown;Unknown;Unknown;Unknown
War In Heaven;Brunei;Chaotic boss-rush, bullet-hell-y, twin-stick arena shooter mayhem! Dynamically changing arena forces you to be vigilant: Watch the bullets, watch the walls!;https://shared.cloudflare.steamstatic.com/store_item_assets/steam/apps/1984060/header.jpg?t=1703218218;Steventus Games;Steventus;Windows;To be announced;Action, Indie;https://store.steampowered.com/app/1984060/War_In_Heaven/;Unknown;Unknown;Unknown;Unknown;Unknown
