Name;Country;Description;Thumbnail;Publisher_Names;Developer_Names;Platform;Steam_Link;Release_Date;Genre;Epic_Link;Playstation_Link;Xbox_Link;Switch_Link
AST-Hero;Switzerland;Fight for survival in this top-down shoot ‘em up in space, featuring unique hand-drawn visuals and sounds. It offers a challenging experience that is easy to learn, but difficult to m;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1258520/header.jpg?t=1705284004;Twisted BrainZ;Twisted BrainZ, Shaman77;Windows;https://store.steampowered.com/app/1258520/ASTHero/;20 Sep, 2022;Action, Casual, Indie;;;;
Backfirewall_;Switzerland;Hello and welcome to Backfirewall_, a first-person tragicomic adventure set inside a smartphone. You are the update assistant. Solve wacky puzzles to counter the update and save the pre;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1920100/header.jpg?t=1723533198;All in! Games, Untold Tales;Naraven Games;Windows, Playstation;https://store.steampowered.com/app/1920100/Backfirewall/;30 Jan, 2023;Adventure, Casual, Indie;;https://store.playstation.com/en-us/concept/10005435;;
Turtles;Switzerland;An action-puzzle game where you take control of Bonnie the Turtle. It's up to you to take Bonnie and the other cute turtles to their mum in the sea while evading obstacles and other dan;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1832090/header.jpg?t=1700595239;Twisted BrainZ;Twisted BrainZ, Shaman77;Windows;https://store.steampowered.com/app/1832090/Turtles/;To be announced;Action, Casual, Indie;;;;
Limbs;Switzerland;Limbs is a one to two player dexterity game where you take control over the limbs of a string puppet. Immerse yourself in a handcrafted world where moving each limb individually makes f;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2306020/header.jpg?t=1721723790;Umlaut;Moritz Göldi, Dominik Würsch;Windows;https://store.steampowered.com/app/2306020/Limbs/;To be announced;Adventure, Indie;;;;
QubiQuest: Castle Craft;Switzerland;QubiQuest: Castle Craft is a game where players build huge castles in an ancient war-torn world and defend them against hordes of enemies in chaotic siege battles of epic proportions. C;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2086680/header.jpg?t=1722006755;Twin Earth;Twin Earth;Windows;https://store.steampowered.com/app/2086680/QubiQuest_Castle_Craft/;Q4 2024;Action, Casual, RPG, Simulation, Strategy;;;;
Psychotic Bathtub;Switzerland;Psychotic Bathtub deals with Ophelia’s psychotic disorder in her bathtub: Argue with your rubber duck, add bathwater. Your interactions may lead to death, great joy, or worse: Your du;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2517080/header.jpg?t=1713903322;natsha;natsha;Windows, macOS;https://store.steampowered.com/app/2517080/Psychotic_Bathtub/;To be announced;Adventure, Indie, RPG;;;;
Flying Toyz;Switzerland;FUN TEAM-BASED MULTIPLAYER GAME. Engage in chaotic matches with unique creatures and their special abilities to defeat your opponents. But beware, they will be coming for you too!!!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2273530/header.jpg?t=1718004401;Momento Games;Momento Games;Windows, SteamOS + Linux;https://store.steampowered.com/app/2273530/Flying_Toyz/;To be announced;Action, Casual, Indie, Sports, Free To Play;;;;
Ground of Aces;Switzerland;The base building game that lets you take command of a remote air base of workers and pilots during World War II.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2308690/header.jpg?t=1726140494;Blindflug Studios AG;Blindflug Studios AG;Windows;https://store.steampowered.com/app/2308690/Ground_of_Aces/;To be announced;Simulation, Strategy;;;;
Ultimate Godspeed;Switzerland;Ultimate Godspeed is a party racing game. Place items on the track and bring chaos to the race! The goal: Create the shortest way for you or the most pain for your opponents.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1435750/header.jpg?t=1716818183;Ninoko;Ninoko;Windows, macOS;https://store.steampowered.com/app/1435750/Ultimate_Godspeed/;27 May, 2024;Action, Casual, Indie, Racing;;;;
Henry Halfhead;Switzerland;Meet Henry, merely half a head, but with the peculiar ability to possess and control any object within their reach. Discover every object's unique properties and abilities and cleverly ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2058140/header.jpg?t=1725447444;Lululu Entertainment, popagenda;Lululu Entertainment;Windows;https://store.steampowered.com/app/2058140/Henry_Halfhead/;To be announced;Action, Adventure, Casual, Indie;;;;
Wizdom Academy;Switzerland;Build your 3D wizard school, recruit students and staff, manage your resources, take strategic decisions and solve the mystery of the severe mana shortages at Wizdom Academy.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2668000/header.jpg?t=1722694824;Kipwak Studio;Kipwak Studio;Windows, macOS;https://store.steampowered.com/app/2668000/Wizdom_Academy/;To be announced;Simulation, Strategy;;;;
Unpetrified - A Dreamhunt Story;Switzerland;In this singleplayer narrative-driven adventure game, you take on the role of an adorable, curious Golem that explores a vibrant and lively world. This experience is entirely non-violen;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1989720/header.jpg?t=1720034949;Mindscape;Dreamhunt Studio;Windows, macOS;https://store.steampowered.com/app/1989720/Unpetrified__A_Dreamhunt_Story/;To be announced;Adventure, Casual, Indie;;;;
Tom the postgirl;Switzerland;Take a ride with Tom through her village and discover a great deal—perhaps too much—about the locals. Her approach, although controversial, is highly effective: intense and obsessiv;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2257440/header.jpg?t=1717790878;Oopsie Daisies;Oopsie Daisies;Windows, macOS;https://store.steampowered.com/app/2257440/Tom_the_postgirl/;To be announced;Adventure, Casual, Indie;;;;
