Name;Country;Description;Thumbnail;Publisher_Names;Developer_Names;Platform;Steam_Link;Release_Date;Genre;Epic_Link;Playstation_Link;Xbox_Link;Switch_Link
LOLLIPOP CHAINSAW RePOP;Japan;The legendary zombie hunter Juliet is back in 4K!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2658450/header.jpg?t=1726211014;DRAGAMI GAMES, LTD.;DRAGAMI GAMES, LTD.;Windows;https://store.steampowered.com/app/2658450/LOLLIPOP_CHAINSAW_RePOP/;11 Sep, 2024;Action;Unknown;Unknown;Unknown;Unknown
Marisa of Liartop Mountain;Japan;'Marisa of Liartop Mountain' is an adventure-roleplaying game, where you, the player, will play as Reimu and explore a mountain of books filled with mysteries and lies in search of the ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2514630/header.jpg?t=1725449227;Alliance Arts;UnknownX;Windows;https://store.steampowered.com/app/2514630/Marisa_of_Liartop_Mountain/;To be announced;RPG;Unknown;Unknown;Unknown;Unknown
Last Time I Saw You;Japan;First loves. Family issues. Yokai. 'Last Time I Saw You' is a coming-of-age adventure set in 1980s Japan. Explore a haunted forest hiding a terrible secret, and interact with a vast cas;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1909750/header.jpg?t=1725092333;Chorus Worldwide Games;Maboroshi Artworks;Windows;https://store.steampowered.com/app/1909750/Last_Time_I_Saw_You/;To be announced;Adventure, Casual, Indie;Unknown;Unknown;Unknown;Unknown
Re:VER PROJECT -TOKYO-;Japan;"""Re:VER PROJECT TOKYO"" co-developed by Toei Animation and indie developer Nestopi, is a survival suspense adventure game set in modern Tokyo depicted in pixel art. Yukinori Amane whos f";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3097730/header.jpg?t=1721532998;Nestopi Inc., TOEI ANIMATION Co.,Ltd;Nestopi Inc., TOEI ANIMATION Co.,Ltd;Windows;https://store.steampowered.com/app/3097730/ReVER_PROJECT_TOKYO/;To be announced;Adventure, Casual, Indie;Unknown;Unknown;Unknown;Unknown
THE GOOD OLD DAYS;Japan;A nostalgic metroidvania from the good old days back in 19XX. Take on the role of Sean, a young boy who ventures into the fictional city of Arostia to repay his father's debt. Rescue yo;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2996540/header.jpg?t=1722940255;GRAVITY;ヨコゴシステムズ;Windows, SteamOS + Linux;https://store.steampowered.com/app/2996540/THE_GOOD_OLD_DAYS/;To be announced;Action, Adventure, Indie;Unknown;Unknown;Unknown;Unknown
Kunitsu-Gami: Path of the Goddess;Japan;A new tale of the Kami awaits... Kunitsu-Gami: Path of the Goddess is a unique Japanese-inspired, single player Kagura Action Strategy game.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2510710/header.jpg?t=1723734797;CAPCOM Co., Ltd.;CAPCOM Co., Ltd.;Windows;https://store.steampowered.com/app/2510710/KunitsuGami_Path_of_the_Goddess/;18 Jul, 2024;Action, Strategy;Unknown;Unknown;Unknown;Unknown
SNK VS. CAPCOM SVC CHAOS;Japan;SNK and CAPCOM legends clash in this star-studded crossover fighting game! The 2003 arcade hit SVC CHAOS is back and better than ever!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2442380/header.jpg?t=1721504892;SNK CORPORATION;Code Mystics;Windows;https://store.steampowered.com/app/2442380/SNK_VS_CAPCOM_SVC_CHAOS/;20 Jul, 2024;Action;Unknown;Unknown;Unknown;Unknown
Phantom Brave: The Lost Hero;Japan;Join Marona and her Phantom friends on a mission to defeat the sinister Shipwreck Fleet! Recruit Phantoms, bind them to objects, combine them with Gadgets, and even merge them with Maro;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3049990/header.jpg?t=1719493298;NIS America, Inc.;Nippon Ichi Software, Inc.;Windows;https://store.steampowered.com/app/3049990/Phantom_Brave_The_Lost_Hero/;To be announced;Adventure, RPG, Strategy;Unknown;Unknown;Unknown;Unknown
Riviera: The Promised Land;Japan;"The long-awaited ""Riviera: The Promised Land"" is back with many added features for easier play! The story unfolds like flipping through a picture book with various variations of music c";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2891280/header.jpg?t=1722329501;Sting;Sting;Windows;https://store.steampowered.com/app/2891280/Riviera_The_Promised_Land/;16 Jul, 2024;Unknown;Unknown;Unknown;Unknown;Unknown
Elrentaros Wanderings;Japan;The dual life where Fantasy meets Reality begins! A brand-new action RPG, “Elrentaros Wanderings”!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2904100/header.jpg?t=1724338895;Bushiroad Inc.;HAKAMA Inc.;Windows;https://store.steampowered.com/app/2904100/Elrentaros_Wanderings/;22 Aug, 2024;Action, RPG;Unknown;Unknown;Unknown;Unknown
Natsu-Mon: 20th Century Summer Kid;Japan;A circus troupe comes to Yomogi Town, a rural town in Japan situated between mountains and the ocean. As the son of the circus ringmaster, enjoy a special summer filled with wholesome a;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2839280/header.jpg?t=1725352739;Spike Chunsoft Co., Ltd.;TOYBOX Inc., Millennium Kitchen Co., Ltd.;Windows;https://store.steampowered.com/app/2839280/NatsuMon_20th_Century_Summer_Kid/;26 Jun, 2024;Adventure;Unknown;Unknown;Unknown;Unknown
NINJA SLAYER NEO-SAITAMA IN FLAMES(ニンジャスレイヤー ネオサイタマ炎上);Japan;A fast-paced action platformer based on the world of Ninja Slayer, a hit manga that sold 4.44 million copies! In the fictional cyberpunk city of Neo-Saitama, take control of Ninja Slaye;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2752330/header.jpg?t=1721980996;KADOKAWA CORPORATION, KADOKAWA Game Linkage, ABC ANIMATION;Skeleton Crew Studio;Windows;https://store.steampowered.com/app/2752330/NINJA_SLAYER_NEOSAITAMA_IN_FLAMES/;23 Jul, 2024;Action, Adventure, Indie;Unknown;Unknown;Unknown;Unknown
METAL SLUG ATTACK RELOADED;Japan;Hard-core action with easy controls! The METAL SLUG we all love is back as a tower defense game!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2322440/header.jpg?t=1719547362;SNK CORPORATION;SNK CORPORATION;Windows;https://store.steampowered.com/app/2322440/METAL_SLUG_ATTACK_RELOADED/;18 Jun, 2024;RPG, Simulation, Strategy;Unknown;Unknown;Unknown;Unknown
Witch of Oblivion;Japan;Witch of Oblivion is a sorcerous souls-like set in an enchanting open world. Explore an ever-changing forest and wield destructive fire magic responsibly: scorch hordes of enemies and r;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3012050/header.jpg?t=1717796400;Tasto Alpha;Tasto Alpha;Windows;https://store.steampowered.com/app/3012050/Witch_of_Oblivion/;To be announced;Action, Adventure, Indie, RPG;Unknown;Unknown;Unknown;Unknown
Princess Maker 2 Regeneration;Japan;Dad, it's time to start our journey together! Princess Maker 2 is a simulation-style childcare game where you experience raising a daughter gifted to you by the stars.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2311530/header.jpg?t=1720623975;Bliss Brain;Bliss Brain, Monkey Craft;Windows;https://store.steampowered.com/app/2311530/Princess_Maker_2_Regeneration/;10 Jul, 2024;Simulation;Unknown;Unknown;Unknown;Unknown
River City Saga: Three Kingdoms Next;Japan;Get ready for River City Saga: Three Kingdoms’ finale;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2881520/header.jpg?t=1721373317;Arc System Works;Arc System Works;Windows;https://store.steampowered.com/app/2881520/River_City_Saga_Three_Kingdoms_Next/;6 Nov, 2024;Action;Unknown;Unknown;Unknown;Unknown
"YEAH! YOU WANT ""THOSE GAMES,"" RIGHT? SO HERE YOU GO! NOW, LET'S SEE YOU CLEAR THEM!";Japan;"Cute and comical stickman characters have arrived for you to enjoy ""those games"" you've seen and wanted to play before. Play a variety of minigames fully, thoroughly, and enjoyably to y";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2348100/header.jpg?t=1704939030;D3PUBLISHER;MONKEYCRAFT Co. Ltd.;Windows;https://store.steampowered.com/app/2348100/YEAH_YOU_WANT_THOSE_GAMES_RIGHT_SO_HERE_YOU_GO_NOW_LETS_SEE_YOU_CLEAR_THEM/;19 Jul, 2023;Casual;Unknown;Unknown;Unknown;Unknown
hololive Treasure Mountain;Japan;Stack the Love of Captain Marin! A Simple yet Exciting 3D Physics Puzzle Game!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2972990/header.jpg?t=1723198411;holo Indie;BeXide Inc.;Windows, macOS;https://store.steampowered.com/app/2972990/hololive_Treasure_Mountain/;31 Jul, 2024;Casual;Unknown;Unknown;Unknown;Unknown
The Fox's Way Home;Japan;Before you know it, you find yourself in the realm between the hidden world and the real world. Rely on the guidance of the Fox shrine Maiden who lives there, and escape from the otherw;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3034520/header.jpg?t=1726222092;BeXide Inc.;BeXide Inc.;Windows, macOS;https://store.steampowered.com/app/3034520/The_Foxs_Way_Home/;Q3 2024;Adventure, Casual, Indie;Unknown;Unknown;Unknown;Unknown
ACTION GAME MAKER;Japan;The latest in the long-running “Maker” series of game development toolkits, “ACTION GAME MAKER” brings 2D action game development to those of all skill levels! Built using Godot;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2987180/header.jpg?t=1720746579;Gotcha Gotcha Games;Gotcha Gotcha Games;Windows;https://store.steampowered.com/app/2987180/ACTION_GAME_MAKER/;To be announced;Animation & Modeling, Design & Illustration, Software Training, Web Publishing, Game Development;Unknown;Unknown;Unknown;Unknown
MIGHTREYA;Japan;Join schoolgirl superhero Reya and her manager Nio as they embark on their journey as Hero Content Creators, fighting monstrous beings that emerge daily from a dimension beyond. Anime-i;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3077640/header.jpg?t=1726216223;505 Games;Wazen;Windows;https://store.steampowered.com/app/3077640/MIGHTREYA/;To be announced;Action, Adventure, Indie;Unknown;Unknown;Unknown;Unknown
DYNASTY WARRIORS: ORIGINS;Japan;Experience an unrivaled sense of realism on the battlefield, fueled by exhilarating 1 vs. 1,000 action and the rush of massive armies! A nameless hero conquers the turbulent and chaotic;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2384580/header.jpg?t=1726190637;KOEI TECMO GAMES CO., LTD.;KOEI TECMO GAMES CO., LTD.;Windows;https://store.steampowered.com/app/2384580/DYNASTY_WARRIORS_ORIGINS/;To be announced;Action, RPG, Strategy;Unknown;Unknown;Unknown;Unknown
Umamusume: Pretty Derby – Party Dash;Japan;A colorful cast of pixel-art Umamusume are all in line and ready to compete in the Slapdash Grand Prix, a school festival featuring four zany events! Which team will run, shoot, and eat;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2313020/header.jpg?t=1725326498;Cygames, Inc.;Cygames, Inc., Arc System Works;Windows;https://store.steampowered.com/app/2313020/Umamusume_Pretty_Derby__Party_Dash/;29 Aug, 2024;Action;Unknown;Unknown;Unknown;Unknown
Romancing SaGa 2: Revenge of the Seven;Japan;In this non-linear RPG, rule and expand the Empire of Varennes across multiple generations. Discover a vast array of story experiences as you fight the Seven Heroes in an epic battle th;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2455640/header.jpg?t=1725967774;Square Enix;Square Enix, xeen Inc.;Windows;https://store.steampowered.com/app/2455640/Romancing_SaGa_2_Revenge_of_the_Seven/;24 Oct, 2024;RPG;Unknown;Unknown;Unknown;Unknown
Fate/stay night REMASTERED;Japan;Seek the root of the Fate franchise. Return to where it all began.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2396980/header.jpg?t=1726036301;Aniplex Inc.;TYPE-MOON, fuzz Inc.;Windows;https://store.steampowered.com/app/2396980/Fatestay_night_REMASTERED/;7 Aug, 2024;Adventure;Unknown;Unknown;Unknown;Unknown
DRAGON BALL PROJECT:Multi;Japan;DRAGON BALL PROJECT:Multi is Dragon Ball's first team-oriented free to play game.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2072560/header.jpg?t=1725343201;Bandai Namco Entertainment;GANBARION Co., Ltd.;Windows;https://store.steampowered.com/app/2072560/DRAGON_BALL_PROJECTMulti/;To be announced;Action;Unknown;Unknown;Unknown;Unknown
Five Years Old Memories;Japan;This is an interactive omnibus animation based on interviews with my friends about their memories around the age of five, based on their personal sensory memories and episodes.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2932550/header.jpg?t=1725542972;Komitsu;Komitsu;Windows, macOS;https://store.steampowered.com/app/2932550/Five_Years_Old_Memories/;8 Aug, 2024;Adventure, Casual, Indie;Unknown;Unknown;Unknown;Unknown
Absolute Fear -AOONI- / 最恐 -青鬼-;Japan;"20 years after the birth of the legendary horror game ""AOONI""... A completely new first-person, 3D horror stealth action ""Absolute Fear -AOONI-"" is now available! Players take on the ro";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2889120/header.jpg?t=1714103008;LiTMUS Co., Ltd.;LiTMUS Co., Ltd.;Windows;https://store.steampowered.com/app/2889120/Absolute_Fear_AOONI/;25 Apr, 2024;Action, Adventure, Indie;Unknown;Unknown;Unknown;Unknown
Aooni;Japan;"[This is the origin of ""Blue Tragedy""]The legendary horror game ""Ao Oni"" is now available on Steam!";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2934190/header.jpg?t=1721919616;Game Studio Inc.;Game Studio Inc.;Windows;https://store.steampowered.com/app/2934190/Aooni/;25 Jul, 2024;Action, Adventure, Indie, RPG;Unknown;Unknown;Unknown;Unknown
Rainbow Yggdrasil;Japan;In a white world tree, the rainbow world tree stands... Color-changing game series from Otora Kobo! This time we present color change x roguelike!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2660950/header.jpg?t=1720292167;Otorakobo Inc.;Otorakobo Inc.;Windows;https://store.steampowered.com/app/2660950/Rainbow_Yggdrasil/;10 Apr, 2024;Indie, RPG, Simulation, Strategy;Unknown;Unknown;Unknown;Unknown
FAIRY TAIL 2;Japan;"Experience the magic battle fantasy series FAIRY TAIL and its climactic finale, the ""Alvarez Empire Arc"" in this RPG! This game will feature full appearances by Spriggan 12 and Zeref, s";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3002850/header.jpg?t=1726190647;KOEI TECMO GAMES CO., LTD.;KOEI TECMO GAMES CO., LTD.;Windows;https://store.steampowered.com/app/3002850/FAIRY_TAIL_2/;11 Dec, 2024;Action, RPG;Unknown;Unknown;Unknown;Unknown
FAIRY TAIL: Beach Volleyball Havoc;Japan;The cast of Fairy Tail is ready to bring mayhem to the summertime beaches! Unleash over-the-top magic to BLAST that volleyball!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2116680/header.jpg?t=1726202720;Kodansha;tiny cactus studio, MASUDATARO, veryOK;Windows;https://store.steampowered.com/app/2116680/FAIRY_TAIL_Beach_Volleyball_Havoc/;16 Sep, 2024;Casual, Indie, Sports;Unknown;Unknown;Unknown;Unknown
FAIRY TAIL: DUNGEONS;Japan;Fairy Tail: Dungeons is a deck-building rogue-lite featuring characters from the Fairy Tail series. Collect Magic Cards based on moves from the series to build your own unique deck and ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2305500/header.jpg?t=1726403512;Kodansha;ginolabo;Windows;https://store.steampowered.com/app/2305500/FAIRY_TAIL_DUNGEONS/;26 Aug, 2024;Adventure, Indie, RPG;Unknown;Unknown;Unknown;Unknown
GUNDAM BREAKER 4;Japan;Create your own ultimate Gundam in the newest Gundam Breaker! With more customizable parts than ever before, you finally have the freedom to build your perfect Gunpla. Test it in battle;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1672500/header.jpg?t=1725964056;Bandai Namco Entertainment Inc.;CRAFTS ＆ MEISTER Co., Ltd;Windows;https://store.steampowered.com/app/1672500/GUNDAM_BREAKER_4/;28 Aug, 2024;Action, RPG;Unknown;Unknown;Unknown;Unknown
Shin chan: Shiro and the Coal Town;Japan;Shin chan starts a mysterious daily routine, traveling between two worlds: the Village in Akita and Coal Town.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2699820/header.jpg?t=1725866363;Neos Corporation;h.a.n.d., Inc.;Windows;https://store.steampowered.com/app/2699820/Shin_chan_Shiro_and_the_Coal_Town/;23 Oct, 2024;Adventure, Casual, Simulation;Unknown;Unknown;Unknown;Unknown
BAKERU;Japan;Bakeru's adventure begins in this Japan-esque Wild Action Game!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2969380/header.jpg?t=1725416406;Spike Chunsoft Co., Ltd.;Good-Feel Co., Ltd.;Windows;https://store.steampowered.com/app/2969380/BAKERU/;3 Sep, 2024;Action, Adventure;Unknown;Unknown;Unknown;Unknown
SONIC X SHADOW GENERATIONS;Japan;Shadow the Hedgehog is back with Classic and Modern Sonic in SONIC X SHADOW GENERATIONS, an all-new collection featuring two unique experiences!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2513280/header.jpg?t=1725525432;SEGA;Sonic Team;Windows;https://store.steampowered.com/app/2513280/SONIC_X_SHADOW_GENERATIONS/;24 Oct, 2024;Action;Unknown;Unknown;Unknown;Unknown
TRIBE NINE;Japan;TRIBE NINE is an Extreme Action RPG where groups of teens will endure multiple losses and devise strategies to overcome formidable foes. Dive into a crazy adventure with unique characte;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2376580/header.jpg?t=1725611177;Akatsuki Games Inc.;Akatsuki Games Inc.;Windows;https://store.steampowered.com/app/2376580/TRIBE_NINE/;To be announced;Action, RPG, Free To Play;Unknown;Unknown;Unknown;Unknown
FATAL FURY: City of the Wolves;Japan;After 26 years, FATAL FURY is back!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2492040/header.jpg?t=1724193257;SNK CORPORATION;SNK CORPORATION;Windows;https://store.steampowered.com/app/2492040/FATAL_FURY_City_of_the_Wolves/;21 Apr, 2025;Action;Unknown;Unknown;Unknown;Unknown
Rune Factory: Guardians of Azuma;Japan;Welcome to the eastern nation of Azuma! In this fresh take on Rune Factory, use your powers as an Earth Dancer to restore the land, its people, and even its gods. Along the way, battle ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2864560/header.jpg?t=1725502855;XSEED Games, Marvelous USA, Inc., Marvelous;Marvelous Inc.;Windows;https://store.steampowered.com/app/2864560/Rune_Factory_Guardians_of_Azuma/;To be announced;Action, Adventure, RPG;Unknown;Unknown;Unknown;Unknown
DRAGON QUEST MONSTERS: The Dark Prince;Japan;DRAGON QUEST MONSTERS: The Dark Prince comes to Steam®! Recruit monsters from the DQ series, synthesize new creatures and compose your ideal team.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2175540/header.jpg?t=1726071607; Square Enix;Square Enix;Windows;https://store.steampowered.com/app/2175540/DRAGON_QUEST_MONSTERS_The_Dark_Prince/;11 Sep, 2024;RPG;Unknown;Unknown;Unknown;Unknown
Taiko no Tatsujin: Rhythm Festival;Japan;Taiko no Tatsujin: Rhythm Festival is a drum-based rhythm game featuring songs from genres such as Anime and VOCALOID™, and also a variety of game modes! Have fun playing solo or onli;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2288630/header.jpg?t=1724996340;Bandai Namco Entertainment Inc.;Bandai Namco Amusement Lab Inc.;Windows;https://store.steampowered.com/app/2288630/Taiko_no_Tatsujin_Rhythm_Festival/;6 Nov, 2024;Casual;Unknown;Unknown;Unknown;Unknown
Midnight Ramen;Japan;In Midnight Ramen, you play as the owner of a late-night ramen stand and his apprentice. You interact with your customers, listen to their troubles, and help them out whenever you can. ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2543030/header.jpg?t=1724981599;Cointinue Games;Cointinue Games;Windows;https://store.steampowered.com/app/2543030/Midnight_Ramen/;23 Jul, 2024;Casual, Indie, RPG, Simulation;Unknown;Unknown;Unknown;Unknown
Alice | 愛莉澄;Japan;"""Alice | 愛莉澄"" is a survival horror set in a Japanese construction site.Aim to escape from the construction site while escaping from the urban legendary woman.";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1952490/header.jpg?t=1724850980;838s Maniacs;838s Maniacs;Windows;https://store.steampowered.com/app/1952490/Alice/;14 Apr, 2022;Action, Adventure, Casual, Indie;Unknown;Unknown;Unknown;Unknown
Pico Pico Dungeon!;Japan;A turn-based roguelike RPG that's easy to pick up and play! Casual yet challenging! Strategic depth is preserved! In addition to roguelike stages, there are over 20 diverse stages, incl;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3050800/header.jpg?t=1726365575;Game Tsukuru Kun, Vivid Dream;Game Tsukuru Kun;Windows;https://store.steampowered.com/app/3050800/Pico_Pico_Dungeon/;4 Jul, 2024;Casual, Indie, RPG, Strategy;Unknown;Unknown;Unknown;Unknown
Astrune Academy;Japan;A fantasy RPG of a tale of fighting magical girls!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2844690/header.jpg?t=1724979349;KEMCO;Exe Create Inc.;Windows;https://store.steampowered.com/app/2844690/Astrune_Academy/;13 Jun, 2024;Adventure, RPG, Simulation, Strategy;Unknown;Unknown;Unknown;Unknown
The Awakening of a Villainous Lady: A Crimson and Pure White Romance;Japan;"Step into the role of a young woman who suddenly discovers she's the ""wicked rival"" in a novel. Navigate the intricate social landscape of an elite academy as you attempt to rewrite you";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3090500/header.jpg?t=1722070432;PikaPika Inc.;PikaPika Inc.;Windows;https://store.steampowered.com/app/3090500/The_Awakening_of_a_Villainous_Lady_A_Crimson_and_Pure_White_Romance/;24 Jul, 2024;Adventure, Casual, Indie, RPG, Simulation;Unknown;Unknown;Unknown;Unknown
Kanon;Japan;A tale of small miracles in a snow-covered town— Kanon, the very first game from visual novel studio Key, is now available on Steam! Now featuring HD visuals and full voice support! (;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2850310/header.jpg?t=1719231341;VISUAL ARTS;VISUAL ARTS/Key;Windows;https://store.steampowered.com/app/2850310/Kanon/;19 Jun, 2024;Adventure, Casual, Simulation;Unknown;Unknown;Unknown;Unknown
ReplayBellSuikaSlotLikeGame;Japan;A merge puzzle inspired by slot machine icons! Start with replays, then bells, watermelons... and grow them in order, aiming to hit the rainbow seven to enter bonus time! With a continu;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2804960/header.jpg?t=1720527034;ほんわかふわふわ;ほんわかふわふわ;Windows;https://store.steampowered.com/app/2804960/ReplayBellSuikaSlotLikeGame/;28 May, 2024;Casual, Indie;Unknown;Unknown;Unknown;Unknown
The Hundred Line -Last Defense Academy-;Japan;A new adventure from the creators of the Danganronpa and Zero Escape series! 15 students are tasked with defending a school from grotesque monsters for 100 days. Can they make it to the;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3014080/header.jpg?t=1725616882; Aniplex Inc.;Too Kyo Games, Media.Vision Inc.;Windows;https://store.steampowered.com/app/3014080/The_Hundred_Line_Last_Defense_Academy/;23 Apr, 2025;Adventure, Simulation;Unknown;Unknown;Unknown;Unknown
Ace Attorney Investigations Collection;Japan;Miles Edgeworth's dramatic turnabouts take center stage! Experience both Ace Attorney Investigations games in one gorgeous collection! Investigate crime scenes and solve tough, intrigui;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2401970/header.jpg?t=1725595421;CAPCOM Co., Ltd.;CAPCOM Co., Ltd.;Windows;https://store.steampowered.com/app/2401970/Ace_Attorney_Investigations_Collection/;5 Sep, 2024;Adventure;Unknown;Unknown;Unknown;Unknown
Baten Kaitos I & II HD Remaster;Japan;Baten Kaitos: Eternal Wings and the Lost Ocean and Baten Kaitos Origins are now on Steam with improved graphics and new features to aid game progression, making them even easier to play;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2146170/header.jpg?t=1722412182;Bandai Namco Entertainment;logicalbeat Co., Ltd.;Windows;https://store.steampowered.com/app/2146170/Baten_Kaitos_I__II_HD_Remaster/;17 Jun, 2024;RPG;Unknown;Unknown;Unknown;Unknown
Monster Hunter Stories;Japan;Monster Hunter Stories is an RPG that takes the world of Monster Hunter and expands upon it in new and exciting ways! No longer are you hunting monsters, but raising them! In this deep ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2356560/header.jpg?t=1725293681;CAPCOM Co., Ltd.;CAPCOM Co., Ltd.;Windows;https://store.steampowered.com/app/2356560/Monster_Hunter_Stories/;13 Jun, 2024;RPG;Unknown;Unknown;Unknown;Unknown
Platform 8;Japan;You are trapped on a train that runs forever. Keep an eye out for anomalies and find a way out.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2903560/header.jpg?t=1722848137;KOTAKE CREATE;KOTAKE CREATE;Windows;https://store.steampowered.com/app/2903560/Platform_8/;31 May, 2024;Adventure, Indie, Simulation;Unknown;Unknown;Unknown;Unknown
Vay;Japan;The 16-bit cult classic RPG from 1994 returns with tons of improvements! When your peaceful kingdom is attacked on your wedding day and your wife-to-be is kidnapped, it falls to you to ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2926110/header.jpg?t=1720332116;SoMoGa, Inc.;SoMoGa,  Inc., SIMS Co. Ltd.;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/2926110/Vay/;6 Jul, 2024;Adventure, RPG;Unknown;Unknown;Unknown;Unknown
Meg's Monster;Japan;Take control of the Underworld’s grumpiest ghoul to help a lost little girl find her way home in this creepy-cute indie adventure. Just be warned: if she cries, the whole world dies.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1783360/header.jpg?t=1715692811;Odencat;Odencat;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/1783360/Megs_Monster/;2 Mar, 2023;Adventure, Indie, RPG;Unknown;Unknown;Unknown;Unknown
Helle's Undersea City Project - Bringing Air to The Garden;Japan;Helle's Undersea City Project - Bringing Air to The Garden - Grow and expand the land with air, aiming to rebuild the undersea city with a lone girl, Hele! A new type of undersea city-b;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2502940/header.jpg?t=1711123257;Emma Create;Caro Builders;Windows;https://store.steampowered.com/app/2502940/Helles_Undersea_City_Project__Bringing_Air_to_The_Garden/;5 Oct, 2023;Adventure, Indie, Simulation;Unknown;Unknown;Unknown;Unknown
Ark of Charon;Japan;Build a mobile fortress on the back of a giant and mysterious walking Tree and embark on a journey in this merge of tower defense and colony simulation.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2827810/header.jpg?t=1720514827;SUNSOFT;Angoo Inc., SUNSOFT;Windows;https://store.steampowered.com/app/2827810/Ark_of_Charon/;8 Jul, 2024;Simulation, Strategy, Early Access;Unknown;Unknown;Unknown;Unknown
PuzzMiX;Japan;A fresh, exciting music puzzle game featuring The Muse, Lola! Contains 19 songs and 1 BGM track. Collide and mix Lola spheres together to help them evolve! The more they evolve, the gre;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2838930/header.jpg?t=1713513498;INTI CREATES CO., LTD.;INTI CREATES CO., LTD.;Windows;https://store.steampowered.com/app/2838930/PuzzMiX/;19 Apr, 2024;Action, Casual;Unknown;Unknown;Unknown;Unknown
Rota's Nautical Chronicles of Trade;Japan;"""City building"" and ""Trade"" simulation game by Rota, the princess of the forest country! Rota strives to realize her plan for sea trade with the entire world. Let's greatly develop the ";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2926310/header.jpg?t=1719505476;Emma Create;Caro Builders;Windows;https://store.steampowered.com/app/2926310/Rotas_Nautical_Chronicles_of_Trade/;26 Jun, 2024;Indie, Simulation;Unknown;Unknown;Unknown;Unknown
