Name;Country;Description;Thumbnail;Publisher_Names;Developer_Names;Platform;Steam_Link;Release_Date;Genre;Epic_Link;Playstation_Link;Xbox_Link;Switch_Link
Uprising;Hungary;Grab your bat, lock your shields and light up that molotov: it’s time to take to the streets! Uprising is a brutal modern day riot simulator, where you fight either as police or prote;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1361570/header.jpg?t=1695841211;1st impact games;1st impact games;Windows, Playstation, Xbox, Nintendo;https://store.steampowered.com/app/1361570/Uprising/;27 Sep, 2023;Action, Early Access;;https://store.playstation.com/en-us/product/UB0465-CUSA49480_00-0726453006235439;https://www.xbox.com/en-us/games/store/counterattack-uprising/9nd0qv2nqrm0;https://www.nintendo.com/us/store/products/counterattack-uprising-switch/
Pub Sim;Hungary;You've just bought your first Pub. First steps are to clean it, stock it, set your markup and let in the Patrons. Keep the drinks flowing and try not to shortchange anyone! If you keep ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3010520/header.jpg?t=1723651230;1st impact games;1st impact games;Windows;https://store.steampowered.com/app/3010520/Pub_Sim/;14 Aug, 2024;Casual, Indie, Simulation, Early Access;;;;
The Gravity Trickster;Hungary;Defy gravity and traverse tricky 3D platforms and mind-bending challenges as you navigate your robot to the end of each level, collecting keys, coins, cosmic cubes and more as you go!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2778900/header.jpg?t=1721299752;Szilard Papp;Szilard Papp;Windows, Nintendo;https://store.steampowered.com/app/2778900/The_Gravity_Trickster/;18 Jul, 2024;Indie;https://store.epicgames.com/en-US/p/the-gravity-trickster-fb8524;;;https://www.nintendo.com/us/store/products/the-gravity-trickster-switch/
7th Floor;Hungary;Immerse yourself in a story-driven horror game! Try to survive by hiding or fighting in the hospital of madness.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3018430/header.jpg?t=1726387996;IGT Games;Vörös Gergely, Dr.Kupi Marcell;Windows;https://store.steampowered.com/app/3018430/7th_Floor/;To be announced;Action, Adventure, Indie;;;;
Szikra;Hungary;A relaxing, 2.5D side-scrolling short game set in a unique steampunk/fantasy environment. Find your way through vast fields, magical forests, and giant gears in a steaming factory to re;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3107250/header.jpg?t=1725002095;Imre Pap;Imre Pap;Windows;https://store.steampowered.com/app/3107250/Szikra/;20 Aug, 2024;Adventure, Casual, Indie, Free To Play;;;;
WAIDH;Hungary;Imagine one day you wake up in the middle of a jungle without knowing who you are and what are you doing there. That's where the story of WAIDH begins. Try to survive the elements of th;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2722330/header.jpg?t=1716930368;Unreal Life Project;Laceee;Windows;https://store.steampowered.com/app/2722330/WAIDH/;5 Feb, 2024;Action, Adventure, Indie, Simulation, Early Access;;;;
When The Devil Takes Hold;Hungary;When The Devil Takes Hold is a first-person psychological horror game. Step into the shoes of James Davidson, a fearless content creator whose search for views leads him to a cursed loc;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2274970/header.jpg?t=1725836819;NOVAK STUDIOS;NOVAK STUDIOS;Windows;https://store.steampowered.com/app/2274970/When_The_Devil_Takes_Hold/;22 Aug, 2024;Adventure, Indie;;;;
Pit of Gerstan;Hungary;Pit of Gerstan is a roguelite dungeon-massacring action game. Hack, slash, throw and blast your way through hordes of enemies and bosses, as you collect various items, upgrades and weap;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1972720/header.jpg?t=1725859524;David Schmidthoffer;David Schmidthoffer;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/1972720/Pit_of_Gerstan/;To be announced;Action, Adventure, Indie, RPG;;;;
Rebellion Against Rebellion;Hungary;Dive into the indie MMORPG, Rebellion Against Rebellion! Embark on a magical journey in a world of enchantment, shaped by mystical crystals. Acquire magical abilities, collect character;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2703060/header.jpg?t=1718860278;Rebellion Game Kft.;Rebellion Game Kft.;Windows;https://store.steampowered.com/app/2703060/Rebellion_Against_Rebellion/;19 Jun, 2024;Adventure, Indie, Massively Multiplayer, RPG;;;;
Bass Defense: First Memorythms;Hungary;In Bass Defense's rhythm-based and action-packed 'Soundwave' game mode, you must hit the correct buttons in time with the music to clear your NMYs and save your base with the help of yo;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3086940/header.jpg?t=1726250635;WOMBEX Games;WOMBEX Games;Windows;https://store.steampowered.com/app/3086940/Bass_Defense_First_Memorythms/;22 Jul, 2024;Action, Strategy, Free To Play;;;;
Targeted -10 Days;Hungary;Can you survive 10 days in this anomaly-finding game? Stay vigilant, because YOU ARE THE TARGET!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3075050/header_alt_assets_0.jpg?t=1726316208;Glitchy Frame Studio;Glitchy Frame Studio;Windows, SteamOS + Linux;https://store.steampowered.com/app/3075050/Targeted_10_Days/;14 Aug, 2024;Casual, Indie, Simulation;;;;
Elflock;Hungary;Elflock is a single-player third-person adventure. You are a princess returning to your home on the brink of war and it's up to you to navigate the machinations of the nobles surroundin;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3094690/header.jpg?t=1723635832;NovaSphera Studio;NovaSphera Studio;Windows, SteamOS + Linux;https://store.steampowered.com/app/3094690/Elflock/;To be announced;Adventure;;;;
ALAN-13 Reformation;Hungary;An isometric puzzle game, that makes you think like a programmer.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1888130/header.jpg?t=1685486122;smithandcherryapps;Viktor Kovács;Windows;https://store.steampowered.com/app/1888130/ALAN13_Reformation/;11 May, 2022;Casual, Indie, Strategy;;;;
Jigs4w3D Puzzle Challenge;Hungary;Jigs4w3D Puzzle Challenge is a casual single-player experience. Chill, enjoy the immersive 3D environments and complete a fine selection of your favourite puzzles. Choose from different;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3026980/header.jpg?t=1719559246;WOMBEX Games;WOMBEX Games;Windows;https://store.steampowered.com/app/3026980/Jigs4w3D_Puzzle_Challenge/;24 Jun, 2024;Casual, Indie, Simulation, Free To Play;;;;
Bass Defense - Rhythm Meets Strategy;Hungary;Bass Defense combines musical rhythm-based gameplay with strategic elements. You must hit the correct buttons in time with the music to clear your NMYs who try to destroy your base, unl;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3027000/header.jpg?t=1725306724;WOMBEX Games;WOMBEX Games;Windows;https://store.steampowered.com/app/3027000/Bass_Defense__Rhythm_Meets_Strategy/;19 Aug, 2024;Action, Strategy, Early Access;;;;
WILD Tactics;Hungary;The Wildest character-driven tactical strategy game you've ever seen! Build your team and maintain their relationships in the war against organized crime. Uncover the conspiracy in the ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2384640/header.jpg?t=1717694225;Joystick Ventures;The Wild Gentlemen;Windows;https://store.steampowered.com/app/2384640/WILD_Tactics/;To be announced;Action, Indie, RPG, Strategy;;;;
Dimhaven Enigmas;Hungary;Are you ready for an adventure? Challenges, exploration and puzzles in a narrative driven experience, pick up your camera and test your wits in this first-person mystery by the team beh;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2458980/header.jpg?t=1723111149;Zadbox Entertainment;Zadbox Entertainment;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/2458980/Dimhaven_Enigmas/;To be announced;Adventure, Indie;;;;
The Thing That Happened;Hungary;Thing That Happened is an Openworld Third Person - Action Adventure Survial game. You can use multiple weapons, attachments, close combat skills tree's and crafting to break through you;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2906500/header.jpg?t=1712733343;Mario Murkl;Mario Murkl;Windows;https://store.steampowered.com/app/2906500/The_Thing_That_Happened/;10 Apr, 2024;Action, Adventure, Casual, Massively Multiplayer, Early Access;;;;
Tiny Archers VR;Hungary;Draw your bow and defend your kingdom in this immersive VR tower defense archery game! Step into the role of the realm's finest archer as you face waves of attacks from cunning goblins ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2722120/header.jpg?t=1723547580;1DER Entertainment;1DER Entertainment;Windows;https://store.steampowered.com/app/2722120/Tiny_Archers_VR/;18 Jul, 2024;Action, Adventure, Casual, Indie;;;;
I'm a Rocker!;Hungary;You are playing a metalhead in a post-apocalyptic point&click adventure game. Your wish is to go to one last metal concert, because who knows what tomorrow will bring. But to do that yo;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2676520/header.jpg?t=1714579157;Teleport Games;Teleport Games;Windows;https://store.steampowered.com/app/2676520/Im_a_Rocker/;1 May, 2024;Adventure, Casual, Indie;;;;
RUNR END;Hungary;RUNR END is a challenging FPP-Platformer set in a dreamish world with secrets to discover. Be careful, don't be another fallen soul.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1908350/header.jpg?t=1722581501;Attila I. H.;Attila I. H.;Windows;https://store.steampowered.com/app/1908350/RUNR_END/;24 Feb, 2024;Action, Adventure, Casual, Indie, Racing, Sports;;;;
King Arthur: Legion IX;Hungary;Dive into a unique blend of turn-based tactics and character-centric RPGs. Lead the skilled Roman tribune Gaius Julius Mento as he navigates through the dark fantasy realm of Avalon.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2739830/header.jpg?t=1723193964;NeocoreGames;NeocoreGames;Windows;https://store.steampowered.com/app/2739830/King_Arthur_Legion_IX/;9 May, 2024;RPG, Strategy;;;;
PUNK;Hungary;PUNK is an action roguelike set in a mysterious open world with bullet hell combat and big emphasis on exploration. Fight your way through varied biomes, interact with diverse ecosystem;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2707980/header.jpg?t=1710433435;Balazs Sabransky, Balazs Maczak;Balazs Sabransky, Balazs Maczak;Windows, Playstation;https://store.steampowered.com/app/2707980/PUNK/;To be announced;Action, Adventure, Indie;;https://store.playstation.com/en-us/product/UP1260-PPSA02496_00-CLOUDPUNKPS50001;;
Warbyte: Operation Falcon;Hungary;An old-modern school fps, where you can play tactically, or engage in crazy fast-paced combat. Host your own rooms easily, and enjoy a fair game, where victory is determined by your ski;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2440220/header.jpg?t=1711476408;Moonshine Games;Moonshine Games;Windows;https://store.steampowered.com/app/2440220/Warbyte_Operation_Falcon/;7 Mar, 2024;Action;;;;
Behind the Beyond: Ulti;Hungary;A card game of wit and strategy. Can you defeat the best players and become the ULTImate Champion in the Kingdom Behind the Beyond?;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2700070/header.jpg?t=1720195494;Sugarpunch Games;Sugarpunch Games;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/2700070/Behind_the_Beyond_Ulti/;1 Mar, 2024;Casual, Indie, Strategy;;;;
Gordian Rooms 2: A curious island Prologue;Hungary;Locked and left to your own devices once again! Muster your wits and find a way out of a yet undiscovered part of your recently inherited mansion. The Prologue takes place between the e;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2117290/header.jpg?t=1704473970;Crimsonite Games;Crimsonite Games;Windows;https://store.steampowered.com/app/2117290/Gordian_Rooms_2_A_curious_island_Prologue/;5 Jan, 2024;Adventure, Indie;;;;
Pearls of Atlantis: The Cove;Hungary;Color match in a whole new way! Drop, pop, swap and match magic pearls to collect the charms inside and rebuild the hidden Cove of Memories!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2678160/header.jpg?t=1708021929;Legacy Games;Alder Games;Windows;https://store.steampowered.com/app/2678160/Pearls_of_Atlantis_The_Cove/;15 Feb, 2024;Casual;;;;
Meditation VR;Hungary;Birds high up in the sky, waves rolling in on the shore, the wind blowing through palm trees and plants that grow on your private secluded island all contribute both visually and in sou;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1301850/header.jpg?t=1601569026;Better Than Life;Better Than Life;Windows;https://store.steampowered.com/app/1301850/Meditation_VR/;31 Jul, 2020;Casual, Free To Play, Indie, Early Access;;;;
LiFE CODE;Hungary;A semi openworld Third Person - Action Adventure Cyberpunk/Post Apocalyptic style story game. You can use multiple weapons, attachments, vehicles, close combat skills and bullet time to;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2805100/header.jpg?t=1706628401;Mario Murkl;Mario Murkl;Windows;https://store.steampowered.com/app/2805100/LiFE_CODE/;To be announced;Action, Adventure, Casual;;;;
Cats Make You Smarter!;Hungary;Meet 50 hand-drawn, funny cats and let them make you smarter by matching 2, 3, 4 or 5 of them on a board in 5 game modes.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/720670/header.jpg?t=1508427262;SandorHQ;SandorHQ;Windows;https://store.steampowered.com/app/720670/Cats_Make_You_Smarter/;19 Oct, 2017;Casual;;;;
Words of Yendor;Hungary;A word game RPG roguelike where you collect resources, solve dangerous situations and prepare for a showdown with each Master Villain to discover the meaning behind the Word of Yendor!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2156830/header.jpg?t=1726407179;SandorHQ;SandorHQ;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/2156830/Words_of_Yendor/;1 Nov, 2023;Adventure, Casual, Indie, RPG;;;;
Kayak VR: Mirage;Hungary;Kayak VR: Mirage is a jaw-dropping and exhilarating journey through beautiful locations, made for Virtual Reality. Maneuver our fully physically accurate kayak around checkpoints and cr;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1683340/header.jpg?t=1718868780;Better Than Life;Better Than Life;Windows, Playstation;https://store.steampowered.com/app/1683340/Kayak_VR_Mirage/;12 Jul, 2022;Adventure, Casual, Indie, Racing, Simulation, Sports;;https://store.playstation.com/en-us/concept/10004438;;
Temporal Shore;Hungary;A unique blend of roguelike deckbuilding and survival strategy, where you control your characters only with your cards. You not only play your actions, but also decide who to perform th;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2335800/header.jpg?t=1725620849;Overhead Games;Overhead Games;Windows, macOS;https://store.steampowered.com/app/2335800/Temporal_Shore/;To be announced;Adventure, Indie, Simulation, Strategy;;;;
Moses & Plato - Last Train to Clawville;Hungary;A murder mystery where you are the main suspect! An ambassador on a peace mission has been killed on board the Clawville Express. Time progresses as you sniff out clues, eavesdrop on co;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2230450/header.jpg?t=1725007287;Toge Productions;The Wild Gentlemen;Windows;https://store.steampowered.com/app/2230450/Moses__Plato__Last_Train_to_Clawville/;To be announced;Adventure, Indie;;;;
Maximum Football;Hungary;Lead your team to victory in the ultimate football simulation game that is Free to Play! Rule the gridiron with realistic, physics-based gameplay that allows every play to be unique. Cu;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1691280/header.jpg?t=1726255681;Maximum Entertainment;Maximum Entertainment;Windows, Xbox;https://store.steampowered.com/app/1691280/Maximum_Football/;7 Nov, 2024;Simulation, Sports, Free To Play, Early Access;;;https://www.xbox.com/en-us/games/store/maximum-football/9n5ng663bksf;
Street Legal Racing: Redline v2.3.1;Hungary;The most popular vehicle mechanic simulator in the world got a second life in the new Steam version! Build cars, tune them, crash, repair and race against other racers!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/497180/header.jpg?t=1724793770;Activision Value Inc., ImageCode;Invictus Games Ltd., ImageCode;Windows;https://store.steampowered.com/app/497180/Street_Legal_Racing_Redline_v231/;7 May, 2016;Racing, Simulation;;;;
Street Legal 1: REVision;Hungary;Take the STREET ACTION to the next level, in this loving re-release of the 2002 bargain-bin classic! Featuring over 1000 unique swappable parts, 16 detailed vehicles to tune, race, dest;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1571280/header.jpg?t=1726047230;Activision Value Inc., ImageCode;Invictus Games Ltd., ImageCode;Windows;https://store.steampowered.com/app/1571280/Street_Legal_1_REVision/;28 Jul, 2023;Racing, Simulation;;;;
Pinball M;Hungary;Get ready to tilt into terror. The new horror-inspired pinball platform for fearless players. Prove your skills on the most sinister, gory, and badass tables ever brought to life.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2337640/header.jpg?t=1717706312;Zen Studios;Zen Studios;Windows, Playstation, Xbox, Nintendo;https://store.steampowered.com/app/2337640/Pinball_M/;30 Nov, 2023;Simulation, Free To Play;https://store.epicgames.com/en-US/p/pinball-m-755276;https://store.playstation.com/en-us/product/UP4042-PPSA16918_00-PINBALLM00000000;https://www.xbox.com/en-US/games/store/pinball-m/9MZKQP6VJ6BC;https://www.nintendo.com/us/store/products/pinball-m-switch/
Freestyle Ice Skater;Hungary;Freestyle Ice Skater is a casual action/sports game. Your goal is to join the local group of freestyle ice skaters, master your tricks and beat the rival team in an epic freestyle battl;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2596630/header.jpg?t=1702043550;Nandor Makleit;Nandor Makleit;Windows;https://store.steampowered.com/app/2596630/Freestyle_Ice_Skater/;6 Dec, 2023;Sports;;;;
BroodStar;Hungary;BroodStar is a classic arcade shmup with roguelike elements. Acquire crazy item combos, encounter strange events and fight challenging bosses on a quest to destroy the living planet, th;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1232100/header.jpg?t=1725007277;David Schmidthoffer;David Schmidthoffer, Mae Livingston;Windows, macOS, Playstation, Xbox, Nintendo;https://store.steampowered.com/app/1232100/BroodStar/;1 Oct, 2020;Action, Adventure, Indie;;https://store.playstation.com/en-us/product/EB0974-CUSA48400_00-0783139381390967;https://www.xbox.com/en-us/games/store/broodstar/9pckn53vd0wf;https://www.nintendo.com/us/store/products/broodstar-switch/
Zipp's Café;Hungary;"Love, betrayal, and coffee! Zipp's Café is a ""noir & chill"" little game about a café between the city of animals and the district of insects. Make unusual recipes, get involved in sha";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1812180/header.jpg?t=1706812648;The Wild Gentlemen;The Wild Gentlemen;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/1812180/Zipps_Cafe/;15 Nov, 2023;Adventure, Casual, Indie;;;;
Zortch;Hungary;Meet Zortch Maxinum: short order cook, amateur engineer and professional slacker; Bored and tired of her day job she decides to go on a holiday but alas she picks a cheap option: turns ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2443360/header.jpg?t=1701470367;Mutantleg;Mutantleg;Windows;https://store.steampowered.com/app/2443360/Zortch/;8 Jun, 2023;Action, Adventure, Indie;;;;
Adam - Lost Memories;Hungary;Adam - Lost Memories is a psychological horror puzzle game, based on my personal experiences with child abuse.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1121590/header.jpg?t=1595010662;AdamDubiGames;Adam Dubi;Windows;https://store.steampowered.com/app/1121590/Adam__Lost_Memories/;4 Jul, 2020;Action, Adventure, Indie;;;;
Soulslinger: Envoy of Death;Hungary;"You are a gunslinger in limbo, involved in a gritty war against ""The Cartel"", a ruthless organization harvesting souls to break free of the shackles of the afterlife. Grow stronger with";https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2429240/header.jpg?t=1724140974;Headup;Elder Games;Windows;https://store.steampowered.com/app/2429240/Soulslinger_Envoy_of_Death/;14 Dec, 2023;Action, Adventure, Indie, Early Access;;;;
Chicken Police: Into the HIVE!;Hungary;A wild tale of loss, friendship, conspiracy, and... chickens?! Two rooster detectives are about to venture into the insect underworld to uncover a worldwide conspiracy, while also battl;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2362090/header.jpg?t=1725460674;Joystick Ventures;The Wild Gentlemen;Windows, macOS;https://store.steampowered.com/app/2362090/Chicken_Police_Into_the_HIVE/;To be announced;Adventure, Indie;;;;
Land Above Sea Below Prologue;Hungary;Land Above Sea Below Prologue is an atmospheric first chapter of the building strategy and puzzle game where you have to build your island from tiles in order to raise its height as muc;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2452850/header.jpg?t=1694628033;Skystone Games;Glasscannon Studio;Windows;https://store.steampowered.com/app/2452850/Land_Above_Sea_Below_Prologue/;17 Jul, 2023;Adventure, Casual, Indie, Simulation, Strategy;;;;
VoxSys;Hungary;Step into the future with VoxSys, the exhilarating arena shooter that combines cooperative PvP combat with innovative building mechanics. Strategize and use your cover to your advantage;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2110710/header.jpg?t=1689121035;VR Storm Studio;VR Storm Studio;Windows;https://store.steampowered.com/app/2110710/VoxSys/;To be announced;Action, Casual, Indie, Massively Multiplayer, Sports, Early Access;;;;
EbiTapes;Hungary;Set off on a musical journey with Ebi, navigating through challenges to save the Annual City Festival from the threats of the Shushinator. Meet friends, collect sounds, and hold your ow;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2221850/header.jpg?t=1725383444;Top Hat Studios, Inc.;Marton Kiss, Lilla Turi;Windows, macOS;https://store.steampowered.com/app/2221850/EbiTapes/;To be announced;Adventure, Casual, Indie;;;;
Molecoole;Hungary;Molecoole is an action shooter roguelike. Make awesome weapons by attaching different atoms together. Defeat enemies, bosses and complete randomly generated levels! Adapt your playstyle;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1792170/header.jpg?t=1646159614;Marton Kiss;Marton Kiss;Windows, SteamOS + Linux;https://store.steampowered.com/app/1792170/Molecoole/;24 Feb, 2022;Action, Casual, Indie;;;;
Odyssey of Dremid'ir;Hungary;In the desolate realm of Dremid'ir, abandoned by god-like architects, a fragile world teeters on the edge of oblivion. Unearth secrets in ancient ruins, and navigate lost civilizations ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2134530/header.jpg?t=1725263830;Chiaroscuro Entertainment;Chiaroscuro Entertainment;Windows;https://store.steampowered.com/app/2134530/Odyssey_of_Dremidir/;April 2025;Adventure, Indie, RPG;;;;
Sword Hero;Hungary;A truly sandbox open-world RPG, packed with dozens of dynamic systems like dangerous weather types, NPCs with daily routines and memories, a robust crime and reputation system, dynamic ;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1739080/header.jpg?t=1722889425;Crytivo;ForestWare;Windows;https://store.steampowered.com/app/1739080/Sword_Hero/;To be announced;Action, Adventure, Indie, RPG;;;;
Antique Restorer;Hungary;Repair antique vases, plates, statues and follow a young restorer's journey as they become a master of their trade.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2256830/header.jpg?t=1700464003;No More Neon Games;No More Neon Games;Windows;https://store.steampowered.com/app/2256830/Antique_Restorer/;To be announced;Casual, Indie;;;;
RetroSpace;Hungary;Disco-punk space horror where you can be a sneaky chap or a mutant action hero as you try to survive on a space station swallowed by a black hole. A mind-bending ride with weird creatur;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2067820/header.jpg?t=1725202063;The Wild Gentlemen;The Wild Gentlemen;Windows;https://store.steampowered.com/app/2067820/RetroSpace/;To be announced;Action, Indie, Simulation;;;;
Fragmented City;Hungary;Immersive first person adventure game heavily focusing on meaningful exploration and social quests. Fragmented City is full of quirky characters, twisting stories and intriguing urban p;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2267360/header.jpg?t=1723639571;Crow Bar;Máté Pribelszky;Windows;https://store.steampowered.com/app/2267360/Fragmented_City/;To be announced;Adventure, Indie;;;;
Alpha Terminus;Hungary;Your clan plays an important role in the new galactic war. The fate of your mutant clan rests in the hands of you and your fellow fighter pilots...;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2199980/header.jpg?t=1725997275;MageLoop;MageLoop;Windows;https://store.steampowered.com/app/2199980/Alpha_Terminus/;To be announced;Action, Casual, Indie, Simulation;;;;
Shadow of the Treasure;Hungary;A fantasy pseudo-card game of 15 levels that tests your thinking and combinatorial skills.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2372890/header.jpg?t=1684175124;Teleport Games Bt;Teleport Games Bt;Windows;https://store.steampowered.com/app/2372890/Shadow_of_the_Treasure/;15 May, 2023;Casual, Indie;;;;
Hexagon Survivors;Hungary;Is a game that is not for the faint of heart. With its challenging difficulty level, players will need to be on their toes at all times. Those who are up for the challenge, Hexagon Surv;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2407620/header.jpg?t=1685121796;Paradox Mind;Paradox Mind;Windows;https://store.steampowered.com/app/2407620/Hexagon_Survivors/;26 May, 2023;Action, Casual, Free To Play, Indie, Strategy;;;;
Watchers of the Universe: I'm outta here!;Hungary;A realistic, Anunnaki-themed adventure set on Nibiru. The story is about how one motivates himself to step into the path of the Watchers, the powerful minions of local repressive regime;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2363670/header.jpg?t=1705283515;Teleport Games;Teleport Games;Windows;https://store.steampowered.com/app/2363670/Watchers_of_the_Universe_Im_outta_here/;1 May, 2023;Adventure, Indie;;;;
Vegan Challenge;Hungary;Action, 2D platform game. You start the game with an overweight character. The evil meat enemies, traps and minigames want to stop you. The ultimate goal lose weight and get fitter. Are;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2345060/header.jpg?t=1680549585;Jozsef Szotak;Jozsef Szotak;Windows;https://store.steampowered.com/app/2345060/Vegan_Challenge/;3 Apr, 2023;Action, Adventure, Casual, Indie;;;;
Pinball FX;Hungary;Pinball FX is digital pinball evolved. Get the highest score on tables inspired by the biggest brands in entertainment. New tables arrive frequently!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2328760/header.jpg?t=1724949757;Zen Studios;Zen Studios;Windows, Playstation, Xbox, Nintendo;https://store.steampowered.com/app/2328760/Pinball_FX/;13 Apr, 2023;Simulation, Free To Play;https://store.epicgames.com/en-US/p/pinball-fx?__c=1;https://store.playstation.com/en-us/product/UP4042-PPSA08755_00-PINBALLFXPS50000;https://www.xbox.com/en-us/games/store/pinball-fx/9pltp0xj75gs;https://www.nintendo.com/us/store/products/pinball-fx-switch/
Gambit!;Hungary;Gun up and wreak havoc in Gambit! – a 4-player campaign-driven shooter-adventure in a world of gangs, guns, and mayhem.;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1736120/header.jpg?t=1680800527;XREAL Games;XREAL Games;Windows;https://store.steampowered.com/app/1736120/Gambit/;6 Apr, 2023;Action;;;;
Rising of the Moon - Part 1;Hungary;Join the strange misadventures of Robert, the stoic warrior, Ben, the buff, aggressive but friendly sailor, and Lorien, the hot-headed mage girl with reckless behaviour and acute pyroma;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1847500/header.jpg?t=1642883035;Valyutechnik;Valyutechnik;Windows;https://store.steampowered.com/app/1847500/Rising_of_the_Moon__Part_1/;7 Jan, 2022;Indie, RPG;;;;
PROJECT NULL;Hungary;You wake up in a dark forest and you don't know how you got here, and you don't remember anything. But somehow everything changed. You meet strange creatures, and no one is very friendl;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2216570/header.jpg?t=1683359950;KL Games;KL Games;Windows;https://store.steampowered.com/app/2216570/PROJECT_NULL/;To be announced;Action, Adventure, Indie;;;;
Dead World Heroes;Hungary;Dead World Heroes is an RTS-Action game in a Zombie setting. Travel the zombie-plagued country, collect supplies, build a team of survivors, crush the undead hordes!;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1689240/header.jpg?t=1664813841;Gotolabs Game Studio;Fehér Bálint;Windows;https://store.steampowered.com/app/1689240/Dead_World_Heroes/;To be announced;Action, Indie, Strategy;;;;
HexLands;Hungary;HexLands is a turn-based, roguelike city builder, set on peaceful, procedural medieval islands. Settle as many islands as possible, as they are getting less and less habitable! Manage y;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2244650/header.jpg?t=1715598283;Portgate Studios;Portgate Studios;Windows, macOS, SteamOS + Linux;https://store.steampowered.com/app/2244650/HexLands/;To be announced;Indie, Strategy;;;;
Delilah;Hungary;Eastern Europe is the newest Circle of Hell, but outside its walls things aren't much better. Relentless action, pixelated gore, 256 colors. That is Delilah. And yeah, it is inspired by;https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2002610/header.jpg?t=1710504480;Borington;Borington;Windows;https://store.steampowered.com/app/2002610/Delilah/;To be announced;Action, Indie;;;;
