Country, URL
Czech+Slovakia, https://store.steampowered.com/curator/41475492-Czech-Slovak-Games-Week/#browse  ## Requires to separate by countries 
Italy, https://store.steampowered.com/curator/40319802/sale/gamesinitaly
France, https://store.steampowered.com/sale/GamesMadeInFrance
Ukraine, https://store.steampowered.com/sale/UkrainianGames2023
Ukraine, https://store.steampowered.com/sale/UkrainianGames2024
Scotland, https://store.steampowered.com/sale/scottishgamessale2023
